184211499,"2018-01-30T00:00",1,2018,"D9",354914798,66711965850,8064852,"Venda Direta","MT",232077272,"Familia 78","Inseticida","A","Algodão","Venda Bruta",1342.1685290944001,63474.3546986624,47.2923878952
184137630,"2018-01-30T00:00",1,2018,"D10",354934601,66711962826,4243208,"Revenda","GO",234175520,"Familia 63","Inseticida","B","Milho Safrinha","Venda Bruta",1198.36475812,77178.9073438819,64.40351889600001
184203408,"2018-01-30T00:00",1,2018,"D10",354914427,66711970062,2094134,"Revenda","BA",232077272,"Familia 78","Inseticida","A","Soja","Venda Bruta",431.41131292320006,36600.961823904465,84.84006034960001
184203411,"2018-01-30T00:00",1,2018,"D10",354914427,66711970062,2094134,"Revenda","BA",232077272,"Familia 78","Inseticida","A","Soja","Venda Bruta",1725.6452516928002,146403.84729561786,84.84006034960001
184137669,"2018-01-30T00:00",1,2018,"D10",354917157,66711963168,2068638,"Cooperativa","GO",234477668,"Familia 14","Inseticida","C","[Cultura Não Encontrada]","Venda Bruta",143.8037709744,1012.4056669226861,7.040188585200001
184241838,"2018-01-30T00:00",1,2018,"D11",354914777,66711971601,2086768,"Cooperativa","SP",234769368,"Familia 1","Fungicida","A","[Cultura Não Encontrada]","Venda Bruta",1438.037709744,178313.54220254126,123.9978207764
184160646,"2018-01-30T00:00",1,2018,"D11",354916947,66711960936,5296196,"Cooperativa","PR",234769368,"Familia 1","Fungicida","A","Milho Safrinha","Venda Bruta",1198.36475812,150196.20693882898,125.334299028
184248528,"2018-01-31T00:00",1,2018,"D8",354915778,66711992652,3021450,"[Gr.Cliente Não Encontrado]","SP",232067344,"Familia 68","Acaricida","C","Batata","Venda Bruta",167.77106613680002,1414.1899786834829,8.4292840908
184287891,"2018-01-31T00:00",1,2018,"D8",354917234,66711984309,5244404,"[Gr.Cliente Não Encontrado]","PR",232254284,"Familia 9","Fungicida","A","Soja","Venda Bruta",95.86918064960001,9822.40316209195,102.4563169888
184287888,"2018-01-31T00:00",1,2018,"D8",354917234,66711984300,5244404,"[Gr.Cliente Não Encontrado]","PR",234769368,"Familia 1","Fungicida","A","Milho Safrinha","Venda Bruta",599.18237906,72312.85290144559,120.68588034062401
184282695,"2018-01-31T00:00",1,2018,"D8",354914763,66711990366,2090696,"Cooperativa","SC",235961792,"Familia 105","Fungicida","B","Soja","Venda Bruta",719.018854872,86699.69483163665,120.58055813720067
184230936,"2018-01-31T00:00",1,2018,"D8",354914483,66711983373,2068364,"Revenda","MG",234477668,"Familia 14","Inseticida","C","Feijão","Venda Bruta",179.754713718,1335.4977594308973,7.4295562647999995
184294161,"2018-01-31T00:00",1,2018,"D8",354914483,66711989853,2068364,"Revenda","MG",234769368,"Familia 1","Fungicida","A","Café","Venda Bruta",119.836475812,19166.09532373067,159.9354052584
184229955,"2018-01-31T00:00",1,2018,"D8",354914490,66711977775,8889214,"Revenda","GO",232254380,"Familia 9","Fungicida","A","Soja","Venda Bruta",1462.0050049064,123082.70190789008,84.1876064
184293228,"2018-01-31T00:00",1,2018,"D8",354916184,66711985443,8202232,"Venda Direta","MG",232254284,"Familia 9","Fungicida","A","Soja","Venda Bruta",1390.1031194192,118419.17904256859,85.187334226
184248549,"2018-01-31T00:00",1,2018,"D8",354914630,66711992715,7868866,"Revenda","SP",232254284,"Familia 9","Fungicida","A","Soja","Venda Bruta",1198.36475812,114444.21309570722,95.50031601
184274031,"2018-01-31T00:00",1,2018,"D9",354914966,66711981393,7023146,"Venda Direta","BA",232077272,"Familia 78","Inseticida","A","Algodão","Venda Bruta",2396.72951624,193830.03363978182,80.872719398
184244472,"2018-01-31T00:00",1,2018,"D9",354915764,66711987810,2917878,"Venda Direta","MT",234769368,"Familia 1","Fungicida","A","Milho Safrinha","Venda Bruta",239.672951624,28016.44780313203,116.8944914864
184244466,"2018-01-31T00:00",1,2018,"D9",354914637,66711987792,6288502,"Venda Direta","MT",234769368,"Familia 1","Fungicida","A","Milho Safrinha","Venda Bruta",479.345903248,48224.206157353656,100.604189648
184288998,"2018-01-31T00:00",1,2018,"D9",354914637,66711989646,8226786,"Venda Direta","MT",233575616,"Familia 74","Fungicida","B","Soja","Venda Bruta",1198.36475812,53104.63706292266,44.314251318800004
184244451,"2018-01-31T00:00",1,2018,"D9",354914637,66711987243,2063270,"Venda Direta","MT",233575616,"Familia 74","Fungicida","B","Soja","Venda Bruta",3595.0942743600003,167674.95948435517,46.6399339456
184288863,"2018-01-31T00:00",1,2018,"D9",354914539,66711987630,7537440,"Venda Direta","MT",232077272,"Familia 78","Inseticida","A","Milho Safrinha","Venda Bruta",647.1169693848001,41697.039676463726,64.4350892484
184244364,"2018-01-31T00:00",1,2018,"D9",354914539,66711985272,7537440,"Venda Direta","MT",232489868,"Familia 7","Outros","B","Milho Safrinha","Venda Bruta",934.7245113336,9502.085474749694,10.1656534728
184283700,"2018-01-31T00:00",1,2018,"D10",354920356,66711990663,2063466,"Venda Direta","PI",234769368,"Familia 1","Fungicida","A","Milho Verão","Venda Bruta",2516.565992052,218802.2023199052,86.94475050960001
184293693,"2018-01-31T00:00",1,2018,"D10",354934615,66711986901,8203396,"Revenda","GO",235987440,"Familia 44","Inseticida","A","[Cultura Não Encontrada]","Venda Bruta",1198.36475812,97230.29013420416,81.135805668
